,sliding_number,cpu_rate,mem_usage,disk_io_time
0,2.0,1.10420428254,0.207990144605,3.0
1,1.20506804009,0.199567839644,4.0,1.30837799331
2,0.196713857302,5.0,1.32750858259,0.183151339286
3,2.0,1.083713604,0.211822091212,3.0
4,1.22790694878,0.211175902004,4.0,1.30905799331
5,0.222563244147,5.0,1.31225851562,0.223158348214
6,2.0,1.12147416018,0.194535862069,3.0
7,1.18361616927,0.198323496659,4.0,1.25955522854
8,0.190476153846,5.0,1.3173322433,0.2272825
9,2.0,1.11910824249,0.205804849833,3.0
10,1.18199772829,0.200518797327,4.0,1.29396956522
11,0.228651962096,5.0,1.38765393973,0.228979263393
12,2.0,1.08445313682,0.184575038932,3.0
13,1.14359485523,0.197739799555,4.0,1.29564503902
14,0.231590089186,5.0,1.35641501116,0.220470491071
15,2.0,1.04068523915,0.184730411568,3.0
16,1.18946222717,0.198599844098,4.0,1.30709897436
17,0.20905960981,5.0,1.29989958705,0.223302254464
