,sliding_number,rmse,mae
0,2.0,3.10642960088,0.861283352202
1,3.0,3.16689006778,0.755068198012
2,4.0,3.50245584569,0.910269044571
3,5.0,3.40426722879,0.984932911556
4,2.0,2.93396324355,0.779968136617
5,3.0,3.03263256885,0.907510417799
6,4.0,3.22295427239,0.895761281845
7,5.0,3.26398760693,1.01365794484
8,2.0,3.41730703435,0.910415863044
9,3.0,3.54840462767,0.904435744233
10,4.0,3.50076376989,0.895735254307
11,5.0,3.89098240623,1.05019901373
12,2.0,3.57944171747,0.883395880027
13,3.0,3.35512504708,0.875239191608
14,4.0,3.31946973902,0.899210320382
15,5.0,2.98227516497,0.912507292071
16,2.0,3.59363242599,0.880676335496
17,3.0,3.30124422807,0.729099648213
18,4.0,3.92821899371,0.966199857485
19,5.0,3.99891446188,1.06443423425
20,2.0,4.87823946361,0.889965550824
21,3.0,4.46108919809,1.01288604608
22,4.0,4.17154870143,1.00284083594
23,5.0,4.67099497094,1.09857915118
24,2.0,3.62617737882,0.883948782058
25,3.0,3.17710544956,0.78048197964
26,4.0,3.11916001959,0.908511119381
27,5.0,3.28825603462,0.962279450295
28,2.0,3.71377853366,0.886012293333
29,3.0,3.37844434226,0.897528561677
30,4.0,3.20815720321,0.776558918562
31,5.0,3.17587862146,0.965830223309
32,2.0,2.78294060199,0.833336404919
33,3.0,3.23093724175,0.920766555573
34,4.0,2.84843985701,0.857531318198
35,5.0,3.82482237403,1.01120317568
36,2.0,3.00279103167,0.815635619436
37,3.0,3.75217219737,0.892867483883
38,4.0,3.52834694664,0.899084742178
39,5.0,4.67321303674,1.02290207021
